"ID","Restraint","Injury"
162743,"Lap-Only Belt","No Injury"
902463,"No Restraint","Incapacitating"
125331,"No Restraint","Incapacitating"
948508,"No Restraint","Incapacitating"
955463,"Lap-Only Belt","Non-incapacitating"
584639,"Lap and Shoulder Belt","Incapacitating"
721369,"Car Seat","No Injury"
103717,"Lap and Shoulder Belt","Incapacitating"
492187,"No Restraint","No Injury"
274223,"No Restraint","Fatal"
645280,"No Restraint","Fatal"
634603,"No Restraint","Fatal"
693721,"Car Seat","Non-incapacitating"
613044,"No Restraint","Possible Injury"
133559,"No Restraint","Incapacitating"
598443,"Car Seat","Incapacitating"
234034,"Lap and Shoulder Belt","Non-incapacitating"
802976,"Lap-Only Belt","Non-incapacitating"
298264,"Lap and Shoulder Belt","Possible Injury"
222820,"Car Seat","Fatal"
794011,"Lap and Shoulder Belt","Non-incapacitating"
126835,"No Restraint","Incapacitating"
248074,"Lap and Shoulder Belt","Incapacitating"
447167,"No Restraint","Fatal"
554823,"No Restraint","Incapacitating"
123143,"No Restraint","Fatal"
887470,"No Restraint","Incapacitating"
932214,"No Restraint","Fatal"
617578,"No Restraint","Incapacitating"
401961,"No Restraint","Fatal"
708994,"Lap and Shoulder Belt","Possible Injury"
479627,"No Restraint","Incapacitating"
605100,"No Restraint","Fatal"
682575,"Car Seat","Possible Injury"
196448,"No Restraint","No Injury"
553376,"Car Seat","No Injury"
681041,"Car Seat","Fatal"
139398,"No Restraint","Fatal"
832773,"Car Seat","No Injury"
302218,"Car Seat","No Injury"
959755,"Lap-Only Belt","Possible Injury"
450033,"Car Seat","Incapacitating"
968659,"No Restraint","Incapacitating"
496242,"No Restraint","Incapacitating"
875580,"Lap and Shoulder Belt","Fatal"
671965,"Lap and Shoulder Belt","Fatal"
980032,"Lap and Shoulder Belt","Fatal"
500552,"Lap-Only Belt","Non-incapacitating"
728504,"No Restraint","Incapacitating"
110712,"No Restraint","Fatal"
852948,"No Restraint","Incapacitating"
134247,"Lap-Only Belt","Non-incapacitating"
206354,"No Restraint","Fatal"
897495,"Lap and Shoulder Belt","No Injury"
183086,"Lap and Shoulder Belt","No Injury"
555904,"No Restraint","No Injury"
596305,"Lap and Shoulder Belt","Fatal"
861391,"Car Seat","Incapacitating"
706270,"No Restraint","Fatal"
353701,"Lap-Only Belt","Possible Injury"
915391,"Lap and Shoulder Belt","Non-incapacitating"
556322,"No Restraint","Incapacitating"
994264,"Lap-Only Belt","No Injury"
630458,"No Restraint","No Injury"
627676,"No Restraint","Fatal"
946917,"Car Seat","Incapacitating"
328974,"No Restraint","Non-incapacitating"
207397,"Car Seat","No Injury"
394381,"Lap and Shoulder Belt","Fatal"
533469,"No Restraint","Fatal"
984428,"No Restraint","Fatal"
608071,"No Restraint","Incapacitating"
688524,"No Restraint","No Injury"
954574,"No Restraint","Incapacitating"
612706,"No Restraint","Incapacitating"
240664,"No Restraint","Incapacitating"
131752,"No Restraint","Incapacitating"
827039,"Car Seat","No Injury"
914488,"No Restraint","Fatal"
759588,"No Restraint","Incapacitating"
535961,"Car Seat","Fatal"
153543,"Car Seat","Possible Injury"
727515,"Car Seat","Non-incapacitating"
842667,"Car Seat","Possible Injury"
250892,"Lap and Shoulder Belt","Incapacitating"
840952,"No Restraint","Fatal"
232735,"No Restraint","Incapacitating"
637100,"Car Seat","No Injury"
227778,"Lap-Only Belt","Fatal"
303573,"Lap-Only Belt","Non-incapacitating"
587537,"Lap and Shoulder Belt","Incapacitating"
679991,"Car Seat","Possible Injury"
766632,"Lap-Only Belt","Possible Injury"
970744,"Lap-Only Belt","Incapacitating"
230553,"Car Seat","Possible Injury"
728187,"Car Seat","Fatal"
665519,"Lap and Shoulder Belt","Incapacitating"
306319,"No Restraint","Incapacitating"
297952,"Lap and Shoulder Belt","No Injury"
567293,"Lap and Shoulder Belt","Incapacitating"
666363,"Lap-Only Belt","Non-incapacitating"
664265,"Lap-Only Belt","Fatal"
596397,"Lap-Only Belt","Non-incapacitating"
409145,"No Restraint","Possible Injury"
418058,"Car Seat","Incapacitating"
847894,"No Restraint","Incapacitating"
464168,"No Restraint","No Injury"
127996,"No Restraint","Fatal"
323803,"Car Seat","Fatal"
845643,"No Restraint","No Injury"
402084,"No Restraint","Fatal"
377158,"No Restraint","Possible Injury"
340022,"No Restraint","Fatal"
320968,"No Restraint","Incapacitating"
880901,"No Restraint","Incapacitating"
582990,"No Restraint","No Injury"
583876,"Lap-Only Belt","Incapacitating"
830746,"Lap and Shoulder Belt","Incapacitating"
100181,"No Restraint","Possible Injury"
164216,"No Restraint","Fatal"
620467,"No Restraint","Possible Injury"
695125,"No Restraint","Non-incapacitating"
450770,"No Restraint","Incapacitating"
166989,"Car Seat","No Injury"
879139,"No Restraint","Possible Injury"
127569,"No Restraint","No Injury"
479711,"No Restraint","Fatal"
502482,"No Restraint","Fatal"
799464,"No Restraint","Incapacitating"
656861,"Car Seat","Incapacitating"
545445,"Lap and Shoulder Belt","Possible Injury"
158877,"No Restraint","Incapacitating"
338726,"No Restraint","Incapacitating"
586583,"Car Seat","Incapacitating"
498296,"Lap-Only Belt","Incapacitating"
186905,"Lap and Shoulder Belt","No Injury"
348959,"Lap and Shoulder Belt","Incapacitating"
321130,"Lap-Only Belt","No Injury"
637999,"Lap-Only Belt","Fatal"
710948,"No Restraint","No Injury"
724001,"Lap-Only Belt","No Injury"
920538,"No Restraint","Fatal"
622893,"No Restraint","Fatal"
170391,"Lap and Shoulder Belt","Incapacitating"
933364,"No Restraint","No Injury"
622290,"Lap and Shoulder Belt","Possible Injury"
771330,"No Restraint","Incapacitating"
680725,"Lap-Only Belt","Incapacitating"
285514,"Car Seat","Non-incapacitating"
558849,"No Restraint","Incapacitating"
948065,"No Restraint","Fatal"
860673,"Lap and Shoulder Belt","Incapacitating"
137762,"Lap-Only Belt","Possible Injury"
780234,"Lap and Shoulder Belt","Fatal"
815265,"Lap-Only Belt","Fatal"
275934,"No Restraint","No Injury"
568400,"Car Seat","No Injury"
502248,"No Restraint","Incapacitating"
394034,"No Restraint","No Injury"
156038,"No Restraint","Incapacitating"
624908,"Car Seat","No Injury"
965652,"No Restraint","Possible Injury"
654431,"No Restraint","Fatal"
646458,"No Restraint","Incapacitating"
419787,"Lap and Shoulder Belt","Incapacitating"
301810,"Car Seat","Non-incapacitating"
275918,"No Restraint","Incapacitating"
411586,"No Restraint","Incapacitating"
259048,"No Restraint","Incapacitating"
680633,"No Restraint","Fatal"
980854,"Car Seat","Non-incapacitating"
459569,"Lap and Shoulder Belt","Incapacitating"
997221,"No Restraint","Incapacitating"
348346,"No Restraint","No Injury"
289932,"No Restraint","Incapacitating"
812872,"No Restraint","Incapacitating"
163536,"Car Seat","Fatal"
736692,"Car Seat","No Injury"
183962,"Lap and Shoulder Belt","No Injury"
353080,"No Restraint","Fatal"
955625,"No Restraint","Possible Injury"
249369,"Lap-Only Belt","Non-incapacitating"
779569,"No Restraint","Incapacitating"
615457,"Car Seat","Non-incapacitating"
965824,"No Restraint","Incapacitating"
635409,"Lap and Shoulder Belt","Possible Injury"
158002,"No Restraint","Incapacitating"
730773,"Lap-Only Belt","Possible Injury"
900891,"No Restraint","Incapacitating"
635758,"No Restraint","Incapacitating"
997129,"Lap-Only Belt","Fatal"
149432,"No Restraint","Possible Injury"
581284,"Lap and Shoulder Belt","Fatal"
113081,"Car Seat","No Injury"
558363,"No Restraint","Incapacitating"
713684,"Lap and Shoulder Belt","Incapacitating"
752948,"No Restraint","Incapacitating"
715907,"No Restraint","Non-incapacitating"
774516,"No Restraint","Possible Injury"
399544,"Lap-Only Belt","Possible Injury"
115239,"No Restraint","No Injury"
566054,"No Restraint","Possible Injury"
776600,"No Restraint","Incapacitating"
913076,"Car Seat","No Injury"
908062,"No Restraint","Fatal"
629492,"Lap and Shoulder Belt","Possible Injury"
174800,"No Restraint","Fatal"
647539,"No Restraint","Possible Injury"
747208,"No Restraint","Fatal"
474113,"Car Seat","Possible Injury"
418462,"Lap and Shoulder Belt","Non-incapacitating"
224132,"No Restraint","Possible Injury"
891285,"No Restraint","Incapacitating"
457568,"No Restraint","No Injury"
245541,"Lap and Shoulder Belt","No Injury"
326412,"No Restraint","Fatal"
106177,"Lap and Shoulder Belt","Possible Injury"
251572,"Car Seat","Possible Injury"
197429,"No Restraint","No Injury"
943656,"Car Seat","Possible Injury"
272558,"Car Seat","Incapacitating"
608325,"Car Seat","Incapacitating"
117011,"Lap-Only Belt","No Injury"
778960,"Lap-Only Belt","Non-incapacitating"
754395,"No Restraint","No Injury"
827419,"No Restraint","Incapacitating"
551843,"Lap-Only Belt","Possible Injury"
387838,"No Restraint","Fatal"
976359,"No Restraint","No Injury"
589357,"Car Seat","Non-incapacitating"
182158,"Lap-Only Belt","Fatal"
760289,"No Restraint","Fatal"
302199,"Car Seat","No Injury"
592200,"Car Seat","Non-incapacitating"
885163,"No Restraint","Incapacitating"
768424,"Lap-Only Belt","No Injury"
940184,"Lap-Only Belt","Possible Injury"
274154,"Lap and Shoulder Belt","No Injury"
858088,"Lap-Only Belt","Non-incapacitating"
630498,"No Restraint","Non-incapacitating"
639145,"No Restraint","Fatal"
594931,"No Restraint","Possible Injury"
715999,"No Restraint","Possible Injury"
189834,"No Restraint","Fatal"
760369,"Car Seat","Non-incapacitating"
263229,"Lap and Shoulder Belt","Incapacitating"
391723,"No Restraint","Incapacitating"
188868,"No Restraint","Possible Injury"
547412,"No Restraint","Fatal"
406985,"Car Seat","Fatal"
925034,"Car Seat","Fatal"
948149,"No Restraint","Incapacitating"
335622,"No Restraint","No Injury"
393250,"No Restraint","Incapacitating"
577697,"No Restraint","No Injury"
766807,"No Restraint","Fatal"
415992,"Lap and Shoulder Belt","Fatal"
891388,"Car Seat","Possible Injury"
631964,"Lap-Only Belt","Incapacitating"
280873,"Car Seat","Incapacitating"
186131,"No Restraint","Incapacitating"
848064,"Lap and Shoulder Belt","Non-incapacitating"
679205,"Car Seat","No Injury"
584946,"No Restraint","No Injury"
963450,"Lap-Only Belt","Incapacitating"
896038,"Lap and Shoulder Belt","Incapacitating"
486289,"Car Seat","Non-incapacitating"
521724,"Car Seat","Incapacitating"
267553,"Lap-Only Belt","Non-incapacitating"
154945,"No Restraint","Fatal"
863262,"No Restraint","Incapacitating"
726620,"Car Seat","Non-incapacitating"
168741,"No Restraint","Incapacitating"
441395,"No Restraint","Possible Injury"
876051,"No Restraint","Incapacitating"
129547,"Lap-Only Belt","No Injury"
195676,"Lap-Only Belt","No Injury"
520903,"No Restraint","Incapacitating"
586679,"No Restraint","Incapacitating"
680507,"Lap and Shoulder Belt","Incapacitating"
792501,"Lap-Only Belt","Non-incapacitating"
444714,"No Restraint","No Injury"
678788,"No Restraint","Incapacitating"
905125,"No Restraint","Fatal"
896569,"No Restraint","Incapacitating"
739213,"No Restraint","Fatal"
645397,"No Restraint","Possible Injury"
998059,"Lap and Shoulder Belt","No Injury"
543801,"Car Seat","Non-incapacitating"
908582,"Car Seat","No Injury"
675282,"No Restraint","Possible Injury"
102900,"No Restraint","Incapacitating"
838122,"No Restraint","Incapacitating"
570143,"No Restraint","Fatal"
114510,"Lap and Shoulder Belt","Incapacitating"
613216,"Lap-Only Belt","Non-incapacitating"
351778,"Car Seat","Incapacitating"
432030,"No Restraint","Fatal"
451833,"No Restraint","Incapacitating"
261595,"No Restraint","Incapacitating"
355312,"No Restraint","Fatal"
120871,"No Restraint","Fatal"
530897,"Lap and Shoulder Belt","No Injury"
177867,"No Restraint","Incapacitating"
286666,"No Restraint","Incapacitating"
351739,"No Restraint","No Injury"
759054,"No Restraint","Possible Injury"
296391,"Car Seat","Fatal"
471310,"No Restraint","Incapacitating"
535249,"No Restraint","Fatal"
767653,"No Restraint","Incapacitating"
962924,"Lap and Shoulder Belt","Possible Injury"
292178,"Car Seat","Possible Injury"
913347,"Lap-Only Belt","Non-incapacitating"
328487,"Car Seat","Incapacitating"
879323,"No Restraint","Fatal"
614096,"Lap-Only Belt","Incapacitating"
965830,"No Restraint","Possible Injury"
804418,"No Restraint","Fatal"
714039,"No Restraint","No Injury"
273401,"Lap and Shoulder Belt","Possible Injury"
642779,"Car Seat","Non-incapacitating"
417689,"Lap and Shoulder Belt","Possible Injury"
961000,"No Restraint","Incapacitating"
752449,"Lap-Only Belt","Incapacitating"
870855,"Lap and Shoulder Belt","Possible Injury"
909151,"Lap and Shoulder Belt","No Injury"
761720,"Lap and Shoulder Belt","Fatal"
597586,"No Restraint","No Injury"
559828,"No Restraint","Fatal"
618163,"Car Seat","Non-incapacitating"
718463,"No Restraint","Non-incapacitating"
149451,"Lap-Only Belt","Fatal"
446767,"Car Seat","Non-incapacitating"
459479,"Lap and Shoulder Belt","Incapacitating"
470518,"No Restraint","Fatal"
423075,"No Restraint","Fatal"
736070,"No Restraint","Fatal"
883465,"No Restraint","Incapacitating"
451651,"No Restraint","Incapacitating"
113539,"Lap-Only Belt","Incapacitating"
134718,"Lap and Shoulder Belt","No Injury"
623178,"Lap-Only Belt","Non-incapacitating"
800416,"Lap-Only Belt","Fatal"
469710,"Lap-Only Belt","Non-incapacitating"
837260,"No Restraint","Incapacitating"
877598,"Lap and Shoulder Belt","Incapacitating"
461996,"Car Seat","Non-incapacitating"
958151,"No Restraint","Incapacitating"
149125,"Car Seat","No Injury"
841072,"Lap-Only Belt","Incapacitating"
461406,"No Restraint","Incapacitating"
723840,"No Restraint","Fatal"
735628,"Car Seat","No Injury"
429899,"No Restraint","Fatal"
380121,"No Restraint","Incapacitating"
846868,"No Restraint","Fatal"
735931,"No Restraint","Incapacitating"
365299,"Car Seat","Non-incapacitating"
204715,"No Restraint","Incapacitating"
298205,"No Restraint","Incapacitating"
886767,"Lap-Only Belt","Fatal"
377153,"No Restraint","Fatal"
539774,"No Restraint","Incapacitating"
539490,"Lap-Only Belt","Incapacitating"
379856,"No Restraint","No Injury"
183246,"Car Seat","Fatal"
373818,"No Restraint","Incapacitating"
977406,"No Restraint","No Injury"
160642,"No Restraint","Incapacitating"
499804,"No Restraint","No Injury"
332757,"Car Seat","Incapacitating"
926613,"Lap-Only Belt","Non-incapacitating"
941299,"Car Seat","No Injury"
683977,"No Restraint","Possible Injury"
482886,"Car Seat","Non-incapacitating"
674726,"No Restraint","Incapacitating"
702202,"Car Seat","Non-incapacitating"
495790,"No Restraint","Possible Injury"
540619,"Lap and Shoulder Belt","No Injury"
964917,"Car Seat","Incapacitating"
838289,"No Restraint","No Injury"
802265,"No Restraint","Incapacitating"
551011,"Car Seat","Non-incapacitating"
991124,"No Restraint","Incapacitating"
994856,"No Restraint","Fatal"
586774,"No Restraint","Fatal"
931472,"No Restraint","Incapacitating"
581872,"Lap-Only Belt","No Injury"
151560,"No Restraint","Possible Injury"
914013,"No Restraint","Fatal"
383147,"No Restraint","Possible Injury"
749950,"Lap and Shoulder Belt","Fatal"
970628,"Car Seat","Possible Injury"
199018,"Lap and Shoulder Belt","Incapacitating"
520885,"Lap and Shoulder Belt","Fatal"
450885,"No Restraint","Incapacitating"
359685,"Car Seat","No Injury"
331070,"No Restraint","Incapacitating"
850512,"Lap-Only Belt","No Injury"
810182,"No Restraint","Incapacitating"
503565,"No Restraint","Possible Injury"
988377,"No Restraint","No Injury"
250672,"No Restraint","No Injury"
370888,"Car Seat","No Injury"
849969,"No Restraint","Fatal"
782827,"Car Seat","Incapacitating"
140052,"Lap-Only Belt","Possible Injury"
649370,"No Restraint","Incapacitating"
648841,"Lap-Only Belt","No Injury"
178609,"No Restraint","Incapacitating"
205723,"No Restraint","No Injury"
278958,"Lap and Shoulder Belt","No Injury"
777176,"No Restraint","Possible Injury"
759632,"No Restraint","No Injury"
806823,"No Restraint","Possible Injury"
752600,"Lap and Shoulder Belt","Incapacitating"
470180,"Car Seat","Fatal"
891979,"No Restraint","Incapacitating"
287758,"No Restraint","Incapacitating"
582873,"No Restraint","No Injury"
278996,"No Restraint","Incapacitating"
595339,"No Restraint","Incapacitating"
848921,"Lap and Shoulder Belt","Possible Injury"
229554,"No Restraint","Incapacitating"
486023,"No Restraint","Incapacitating"
263057,"No Restraint","No Injury"
280005,"Lap and Shoulder Belt","No Injury"
487004,"No Restraint","Fatal"
925303,"Lap-Only Belt","No Injury"
470245,"Car Seat","No Injury"
154570,"No Restraint","No Injury"
680250,"Car Seat","No Injury"
370214,"No Restraint","Incapacitating"
861638,"No Restraint","Fatal"
415858,"No Restraint","Possible Injury"
714756,"No Restraint","Incapacitating"
267642,"No Restraint","Incapacitating"
987980,"Lap and Shoulder Belt","Non-incapacitating"
969122,"Lap and Shoulder Belt","Possible Injury"
440589,"No Restraint","No Injury"
334639,"No Restraint","Fatal"
451342,"No Restraint","No Injury"
249385,"Lap-Only Belt","Non-incapacitating"
885913,"No Restraint","Possible Injury"
895929,"No Restraint","Incapacitating"
838948,"No Restraint","No Injury"
840978,"No Restraint","Non-incapacitating"
869379,"Car Seat","Incapacitating"
615726,"No Restraint","Incapacitating"
461769,"Lap and Shoulder Belt","Possible Injury"
891796,"No Restraint","Fatal"
268926,"No Restraint","Fatal"
541993,"No Restraint","Fatal"
732404,"Lap-Only Belt","Non-incapacitating"
785829,"Car Seat","No Injury"
561208,"Lap-Only Belt","No Injury"
474492,"Lap and Shoulder Belt","Incapacitating"
349637,"Car Seat","Fatal"
480499,"Lap and Shoulder Belt","Possible Injury"
672861,"Lap and Shoulder Belt","Possible Injury"
778548,"Lap and Shoulder Belt","Non-incapacitating"
843127,"No Restraint","Incapacitating"
131896,"Lap and Shoulder Belt","No Injury"
110732,"No Restraint","Incapacitating"
954385,"No Restraint","Fatal"
528170,"Lap and Shoulder Belt","Non-incapacitating"
995245,"Lap-Only Belt","Possible Injury"
992423,"Car Seat","No Injury"
410233,"Lap and Shoulder Belt","Non-incapacitating"
236353,"Lap and Shoulder Belt","Non-incapacitating"
293969,"No Restraint","Incapacitating"
924071,"No Restraint","Fatal"
369076,"Car Seat","Incapacitating"
273866,"Car Seat","No Injury"
645507,"No Restraint","No Injury"
518952,"No Restraint","Incapacitating"
200548,"No Restraint","Incapacitating"
688944,"Lap-Only Belt","Incapacitating"
220046,"No Restraint","Incapacitating"
703680,"No Restraint","Incapacitating"
241521,"No Restraint","No Injury"
679869,"Car Seat","Non-incapacitating"
223986,"No Restraint","Fatal"
704857,"No Restraint","No Injury"
823705,"Lap-Only Belt","Possible Injury"
224032,"Lap-Only Belt","Non-incapacitating"
618781,"Lap and Shoulder Belt","Incapacitating"
240257,"Car Seat","No Injury"
107803,"Lap and Shoulder Belt","Possible Injury"
642368,"No Restraint","Incapacitating"
292578,"Car Seat","No Injury"
200093,"No Restraint","Incapacitating"
702607,"No Restraint","Fatal"
403433,"No Restraint","Fatal"
164275,"No Restraint","Fatal"
531348,"No Restraint","Fatal"
623714,"Car Seat","Fatal"
490739,"No Restraint","Fatal"
765704,"Lap-Only Belt","Non-incapacitating"
967221,"Lap-Only Belt","No Injury"
351170,"No Restraint","No Injury"
332441,"No Restraint","Possible Injury"
345208,"No Restraint","Fatal"
487528,"No Restraint","Incapacitating"
397775,"Lap-Only Belt","No Injury"
441370,"No Restraint","Fatal"
562398,"No Restraint","Fatal"
885691,"Car Seat","Non-incapacitating"
328796,"Car Seat","Incapacitating"
263775,"Car Seat","Fatal"
652579,"No Restraint","Incapacitating"
103361,"Car Seat","Fatal"
909835,"No Restraint","Incapacitating"
410826,"No Restraint","Fatal"
733404,"No Restraint","Fatal"
980898,"No Restraint","Fatal"
599630,"Lap and Shoulder Belt","Fatal"
891788,"Lap-Only Belt","Incapacitating"
937780,"Lap and Shoulder Belt","Non-incapacitating"
194221,"Lap-Only Belt","Incapacitating"
976793,"No Restraint","No Injury"
396452,"Lap and Shoulder Belt","Incapacitating"
367073,"Lap and Shoulder Belt","Possible Injury"
354368,"No Restraint","Possible Injury"
505570,"No Restraint","Fatal"
834898,"No Restraint","Fatal"
180966,"No Restraint","Incapacitating"
692796,"Car Seat","No Injury"
244761,"Car Seat","Non-incapacitating"
550591,"No Restraint","Incapacitating"
553599,"Lap-Only Belt","Fatal"
194089,"Car Seat","Fatal"
982196,"Lap and Shoulder Belt","No Injury"
427305,"Lap and Shoulder Belt","Fatal"
284106,"Lap and Shoulder Belt","Incapacitating"
618162,"No Restraint","Fatal"
419955,"No Restraint","Fatal"
856221,"Lap-Only Belt","Possible Injury"
504051,"Car Seat","No Injury"
453294,"No Restraint","Fatal"
913019,"Car Seat","Fatal"
337370,"No Restraint","Incapacitating"
592428,"Lap-Only Belt","Non-incapacitating"
821526,"Lap-Only Belt","Incapacitating"
235015,"Lap and Shoulder Belt","Incapacitating"
993189,"No Restraint","Fatal"
142034,"No Restraint","Fatal"
348020,"No Restraint","Incapacitating"
415761,"No Restraint","Incapacitating"
308193,"No Restraint","No Injury"
159539,"No Restraint","Possible Injury"
983491,"No Restraint","Fatal"
729963,"No Restraint","Possible Injury"
509086,"No Restraint","Incapacitating"
650761,"Car Seat","No Injury"
367641,"No Restraint","Incapacitating"
437051,"No Restraint","Incapacitating"
980249,"Lap and Shoulder Belt","Incapacitating"
590713,"No Restraint","Incapacitating"
849319,"No Restraint","Incapacitating"
406766,"No Restraint","Incapacitating"
120228,"No Restraint","Non-incapacitating"
226711,"Car Seat","No Injury"
170699,"Lap-Only Belt","Incapacitating"
991284,"No Restraint","No Injury"
264696,"No Restraint","Non-incapacitating"
914733,"Lap and Shoulder Belt","Non-incapacitating"
473856,"Lap and Shoulder Belt","Fatal"
916239,"Lap and Shoulder Belt","Non-incapacitating"
625530,"No Restraint","Fatal"
722725,"No Restraint","Incapacitating"
815315,"No Restraint","Incapacitating"
130254,"Car Seat","Incapacitating"
393332,"No Restraint","Non-incapacitating"
566260,"No Restraint","Fatal"
759371,"No Restraint","Incapacitating"
395179,"Lap-Only Belt","Fatal"
417524,"Lap and Shoulder Belt","Possible Injury"
751121,"No Restraint","Fatal"
641489,"No Restraint","Incapacitating"
235658,"No Restraint","Fatal"
583989,"No Restraint","Incapacitating"
749567,"No Restraint","Fatal"
312539,"No Restraint","Fatal"
565724,"No Restraint","Incapacitating"
575009,"No Restraint","No Injury"
530121,"No Restraint","Fatal"
250050,"No Restraint","No Injury"
418799,"No Restraint","No Injury"
998981,"No Restraint","Incapacitating"
552488,"Car Seat","Non-incapacitating"
388446,"Lap and Shoulder Belt","Incapacitating"
157554,"No Restraint","Incapacitating"
243768,"No Restraint","Fatal"
990019,"No Restraint","No Injury"
675026,"No Restraint","Incapacitating"
169961,"No Restraint","Incapacitating"
145213,"Car Seat","Incapacitating"
406683,"No Restraint","Fatal"
495576,"Car Seat","No Injury"
539181,"Car Seat","Incapacitating"
677115,"No Restraint","Possible Injury"
573721,"No Restraint","Fatal"
572620,"Lap-Only Belt","Fatal"
903286,"Car Seat","No Injury"
621034,"No Restraint","Incapacitating"
838804,"No Restraint","Possible Injury"
795111,"Lap-Only Belt","No Injury"
402714,"No Restraint","Fatal"
140132,"Car Seat","Non-incapacitating"
681935,"No Restraint","Incapacitating"
845097,"No Restraint","Incapacitating"
276746,"Lap-Only Belt","Non-incapacitating"
504191,"Car Seat","Non-incapacitating"
497074,"Car Seat","Incapacitating"
332497,"No Restraint","No Injury"
822741,"No Restraint","Fatal"
301276,"No Restraint","Fatal"
648076,"No Restraint","Fatal"
414919,"Car Seat","Incapacitating"
445120,"Lap and Shoulder Belt","Non-incapacitating"
480885,"Lap and Shoulder Belt","Incapacitating"
810458,"No Restraint","Fatal"
534668,"No Restraint","No Injury"
426048,"Lap and Shoulder Belt","Non-incapacitating"
315465,"No Restraint","Incapacitating"
893690,"Car Seat","Possible Injury"
638342,"Car Seat","Incapacitating"
872113,"Lap-Only Belt","Incapacitating"
695784,"No Restraint","Incapacitating"
881263,"No Restraint","Fatal"
974325,"Lap and Shoulder Belt","Fatal"
690453,"Car Seat","Non-incapacitating"
105010,"Car Seat","No Injury"
109185,"Car Seat","Possible Injury"
586547,"Lap-Only Belt","Possible Injury"
602143,"Lap and Shoulder Belt","Non-incapacitating"
651862,"Car Seat","No Injury"
565119,"No Restraint","Non-incapacitating"
764568,"Lap-Only Belt","Non-incapacitating"
110170,"Car Seat","Fatal"
675092,"No Restraint","No Injury"
160904,"Car Seat","No Injury"
346233,"No Restraint","Fatal"
757044,"No Restraint","Fatal"
757749,"Lap-Only Belt","Incapacitating"
143298,"No Restraint","Incapacitating"
777008,"Car Seat","Non-incapacitating"
913766,"No Restraint","Fatal"
854368,"No Restraint","No Injury"
126022,"Car Seat","Non-incapacitating"
208257,"No Restraint","Fatal"
247962,"Car Seat","Non-incapacitating"
208506,"Lap and Shoulder Belt","Incapacitating"
989635,"No Restraint","Fatal"
347503,"Car Seat","Non-incapacitating"
546379,"Lap and Shoulder Belt","Non-incapacitating"
212052,"No Restraint","Incapacitating"
156570,"No Restraint","Fatal"
620372,"No Restraint","Incapacitating"
889851,"No Restraint","Fatal"
965293,"Car Seat","Incapacitating"
141103,"Lap and Shoulder Belt","Fatal"
491708,"Lap and Shoulder Belt","Non-incapacitating"
282209,"Car Seat","Incapacitating"
171817,"Car Seat","Non-incapacitating"
660293,"Lap and Shoulder Belt","Non-incapacitating"
375025,"Lap and Shoulder Belt","Non-incapacitating"
649052,"No Restraint","Possible Injury"
429567,"No Restraint","Fatal"
983485,"No Restraint","Possible Injury"
963999,"Lap-Only Belt","Non-incapacitating"
704167,"No Restraint","Fatal"
180965,"Lap and Shoulder Belt","Possible Injury"
537062,"Car Seat","Fatal"
515445,"Lap and Shoulder Belt","Non-incapacitating"
645051,"Car Seat","No Injury"
339473,"No Restraint","Possible Injury"
329984,"No Restraint","No Injury"
822039,"No Restraint","Incapacitating"
891966,"Lap-Only Belt","Possible Injury"
883800,"No Restraint","Possible Injury"
638675,"No Restraint","Possible Injury"
823207,"Car Seat","Non-incapacitating"
900927,"Lap and Shoulder Belt","No Injury"
198573,"Lap and Shoulder Belt","Non-incapacitating"
876173,"Car Seat","Incapacitating"
212160,"Lap and Shoulder Belt","Non-incapacitating"
973432,"Car Seat","Incapacitating"
343199,"Car Seat","Non-incapacitating"
213757,"Lap-Only Belt","Possible Injury"
260314,"No Restraint","Incapacitating"
902486,"Car Seat","Non-incapacitating"
806798,"No Restraint","Incapacitating"
806481,"Car Seat","Fatal"
863374,"No Restraint","Possible Injury"
672157,"No Restraint","Incapacitating"
162468,"No Restraint","Incapacitating"
610206,"No Restraint","Incapacitating"
685808,"Lap and Shoulder Belt","Incapacitating"
180318,"No Restraint","Incapacitating"
653310,"No Restraint","No Injury"
683303,"Lap-Only Belt","Incapacitating"
762879,"No Restraint","No Injury"
676469,"Car Seat","Possible Injury"
751224,"Car Seat","Incapacitating"
331050,"Lap-Only Belt","Non-incapacitating"
267791,"Car Seat","No Injury"
110144,"Lap and Shoulder Belt","No Injury"
269153,"Lap and Shoulder Belt","No Injury"
154012,"Lap and Shoulder Belt","Incapacitating"
470925,"No Restraint","Possible Injury"
235646,"No Restraint","No Injury"
203733,"Car Seat","Fatal"
393879,"No Restraint","Possible Injury"
459737,"No Restraint","Possible Injury"
549036,"No Restraint","Incapacitating"
564807,"Car Seat","No Injury"
331508,"Lap-Only Belt","Fatal"
398222,"No Restraint","Fatal"
884721,"No Restraint","Incapacitating"
381690,"No Restraint","Fatal"
196206,"No Restraint","Incapacitating"
898384,"Car Seat","No Injury"
929812,"No Restraint","Possible Injury"
457871,"No Restraint","No Injury"
943780,"Lap and Shoulder Belt","Possible Injury"
130528,"No Restraint","No Injury"
225279,"No Restraint","Fatal"
828305,"No Restraint","Possible Injury"
704599,"No Restraint","Incapacitating"
968379,"Lap and Shoulder Belt","No Injury"
459555,"Lap-Only Belt","Non-incapacitating"
634891,"No Restraint","Fatal"
999301,"No Restraint","Fatal"
